Height(Inches),Weight(Pounds),Height in cm,Weight in kg,,,,,category
68.17814,130.9026,173.1723821,59.37649119,,170,,,170-
67.39827,133.3838,171.1915134,60.50194591,,170,,,170-
68.26178,140.6728,173.3848276,63.80818463,,170,,,170-
69.16235,139.975,175.6722741,63.4916675,,180,,,180-
69.95678,144.1954,177.6901252,65.40601101,,180,,,180-
65.80928,127.7615,167.1554809,57.9517105,,170,,,170-
70.35926,115.0103,178.7124239,52.16785659,,180,,,180-
72.16204,128.699,183.2914826,58.37695385,,180,,,180-
70.5984,127.022,179.3198392,57.61627854,,180,,,180-
67.54096,116.5187,171.5539458,52.85205614,,170,,,170-
70.90351,149.8015,180.0948181,67.94889822,,180,,,180-
66.69164,116.7514,169.3966741,52.95760721,,170,,,170-
67.12278,124.5669,170.4917691,56.50266259,,170,,,170-
66.35003,126.2649,168.5289852,57.27286335,,170,,,170-
67.96086,123.9389,172.6204912,56.21780624,,170,,,170-
66.60797,129.7934,169.1841524,58.87336593,,170,,,170-
70.68833,138.1275,179.5482612,62.6536546,,180,,,180-
67.46758,120.3863,171.3675607,54.60637207,,170,,,170-
71.41271,134.6558,181.3881855,61.07891609,,180,,,180-
67.32752,127.3763,171.0118085,57.77698651,,170,,,170-
70.63214,135.4599,179.4055387,61.44365015,,180,,,180-
68.45124,140.1733,173.8660557,63.58161497,,170,,,170-
64.6863,122.1215,164.3031133,55.39344649,,160,,,160-
70.21472,128.4004,178.3452925,58.24151101,,180,,,180-
67.95426,114.9715,172.6037272,52.15025719,,170,,,170-
70.44048,113.0864,178.9187226,51.29518919,,180,,,180-
68.92179,132.3365,175.0612521,60.02689806,,180,,,180-
70.6785,128.997,179.5232931,58.51212454,,180,,,180-
67.61551,101.6088,171.7433027,46.08903122,,170,,,170-
66.09501,128.1073,167.8812347,58.10856293,,170,,,170-
68.55704,121.8583,174.1347876,55.27406084,,170,,,170-
69.19175,136.8494,175.7469501,62.0739175,,180,,,180-
68.16405,119.0371,173.1365935,53.99438452,,170,,,170-
69.0402,121.7373,175.3620133,55.21917609,,180,,,180-
66.66933,131.2186,169.3400068,59.51982655,,170,,,170-
69.87747,133.1686,177.488678,60.40433272,,180,,,180-
71.59021,143.2877,181.8390352,64.99428473,,180,,,180-
67.38968,131.6709,171.1696948,59.72498662,,170,,,170-
68.20687,122.5181,173.2453562,55.57334144,,170,,,170-
69.68547,129.6884,177.0009982,58.82573868,,180,,,180-
67.93426,121.8744,172.5529272,55.28136368,,170,,,170-
67.1179,119.5904,170.4793739,54.24535748,,170,,,170-
67.15852,131.0955,170.5825487,59.46398926,,170,,,170-
68.59133,132.2124,174.2218841,59.97060718,,170,,,170-
69.26014,136.4103,175.9206606,61.87474485,,180,,,180-
70.07126,135.873,177.9809043,61.63102938,,180,,,180-
67.0628,123.2518,170.33942,55.90614256,,170,,,170-
69.13139,133.561,175.5936358,60.58232258,,180,,,180-
68.40603,150.925,173.7512224,68.45850986,,170,,,170-
69.7404,134.901,177.1405203,61.19013708,,180,,,180-
69.49899,145.542,176.5273393,66.01681923,,180,,,180-
66.14494,141.4612,168.0080569,64.16579728,,170,,,170-
67.79179,122.9394,172.1910536,55.76444013,,170,,,170-
66.74223,123.4556,169.5251727,55.99858479,,170,,,170-
66.63048,110.9128,169.2413278,50.30925965,,170,,,170-
68.4112,120.4405,173.7643542,54.63095681,,170,,,170-
69.37198,129.1054,176.204734,58.56129401,,180,,,180-
65.74819,109.5126,167.0003124,49.67413885,,170,,,170-
66.01136,128.2502,167.6687639,58.17338135,,170,,,170-
67.90718,125.0989,172.4841441,56.74397402,,170,,,170-
67.16599,139.2742,170.6015225,63.17378959,,170,,,170-
66.48646,114.6859,168.8755172,52.02071105,,170,,,170-
65.71394,130.992,166.9133175,59.41704239,,170,,,170-
68.79098,141.218,174.7289948,64.05548348,,170,,,170-
67.99196,133.9622,172.6994851,60.76430405,,170,,,170-
66.5631,127.67,169.0701827,57.91020675,,170,,,170-
70.817,125.1695,179.8750829,56.77599768,,180,,,180-
66.64471,129.4135,169.277472,58.70104599,,170,,,170-
67.40685,150.7738,171.2133065,68.38992661,,170,,,170-
66.17396,103.0751,168.0817676,46.7541345,,170,,,170-
67.97678,129.4215,172.660928,58.70467473,,170,,,170-
68.48737,128.1923,173.9578259,58.14711832,,170,,,170-
69.52669,154.935,176.5976972,70.27741742,,180,,,180-
67.68157,119.2703,171.911095,54.10016239,,170,,,170-
65.55334,103.3069,166.5053937,46.85927734,,170,,,170-
66.66098,113.6555,169.3187978,51.55332892,,170,,,170-
66.04091,134.5409,167.7438208,61.02679827,,170,,,170-
68.13648,130.8127,173.0665657,59.33571318,,170,,,170-
68.13583,120.3052,173.0649147,54.56958569,,170,,,170-
67.14269,123.0069,170.5423405,55.79505765,,170,,,170-
66.04267,110.8981,167.7482912,50.30259183,,170,,,170-
69.08156,150.8598,175.4670676,68.4289356,,180,,,180-
66.61972,112.7862,169.2139974,51.1590206,,170,,,170-
66.93529,111.1,170.0155448,50.39417224,,170,,,170-
67.35236,125.911,171.074902,57.11233682,,170,,,170-
68.51651,131.9403,174.0318414,59.84718455,,170,,,170-
64.4288,113.6686,163.6490636,51.55927099,,160,,,160-
67.61939,135.8584,171.7531579,61.62440693,,170,,,170-
67.13547,136.8187,170.5240017,62.0599922,,170,,,170-
66.36896,128.5891,168.5770674,58.32710399,,170,,,170-
68.5461,121.3929,174.107,55.0629587,,170,,,170-
69.13348,118.3683,175.5989444,53.69102158,,180,,,180-
68.62844,117.1061,174.3161435,53.11849661,,170,,,170-
65.0907,107.1077,165.3302887,48.58329327,,170,,,170-
66.98252,104.5822,170.1355089,47.43774437,,170,,,170-
68.60319,137.7396,174.2520085,62.47770591,,170,,,170-
71.20318,127.5626,180.8559795,57.86149087,,180,,,180-
67.03676,116.6844,170.2732785,52.92721648,,170,,,170-
66.41179,115.3066,168.6858555,52.30225617,,170,,,170-
66.68877,127.3655,169.3893843,57.77208771,,170,,,170-
69.89705,138.6612,177.5384111,62.89573713,,180,,,180-
68.88841,120.0867,174.9764669,54.47047564,,170,,,170-
68.53916,124.4342,174.0893724,56.44247081,,170,,,170-
68.01568,126.3073,172.7597339,57.29209569,,170,,,170-
68.68683,134.0053,174.464454,60.78385391,,170,,,170-
65.40277,128.8785,166.1229461,58.45837378,,170,,,170-
68.67509,124.1615,174.4346344,56.31877602,,170,,,170-
67.4067,123.0948,171.2129255,55.83492847,,170,,,170-
67.17129,117.9041,170.6149845,53.48046375,,170,,,170-
65.59616,115.5202,166.6141564,52.39914362,,170,,,170-
68.67567,149.735,174.4361076,67.91873429,,170,,,170-
70.48483,137.5004,179.0313715,62.36920648,,180,,,180-
68.51527,129.2966,174.0286918,58.64802097,,170,,,170-
67.69421,127.8233,171.9432006,57.97974254,,170,,,170-
66.9375,131.2734,170.0211582,59.54468344,,170,,,170-
67.81,134.0172,172.237307,60.78925166,,170,,,170-
64.04524,104.574,162.6748218,47.43402491,,160,,,160-
67.23027,117.1627,170.7647936,53.14416997,,170,,,170-
72.83977,134.8802,185.0129159,61.18070234,,190,,,190-
67.47092,119.7091,171.3760443,54.29919895,,170,,,170-
65.71528,129.7431,166.9167211,58.85055021,,170,,,170-
71.92649,124.2943,182.6931859,56.37901316,,180,,,180-
70.05502,131.3468,177.9396547,59.57797716,,180,,,180-
67.87492,132.6076,172.4022037,60.1498671,,170,,,170-
66.50503,119.4857,168.922685,54.1978663,,170,,,170-
66.91365,132.5616,169.9605792,60.12900182,,170,,,170-
67.88395,128.4869,172.4251399,58.2807468,,170,,,170-
66.72951,140.1601,169.4928639,63.57562755,,170,,,170-
68.50989,127.1386,174.0150266,57.66916748,,170,,,170-
66.02751,116.4385,167.7097848,52.81567799,,170,,,170-
65.83821,133.1072,167.2289631,60.37648211,,170,,,170-
66.03926,113.465,167.7396298,51.46691947,,170,,,170-
70.46449,121.1387,178.979708,54.94765538,,180,,,180-
67.62774,139.2346,171.7743668,63.15582731,,170,,,170-
67.34629,139.7259,171.0594842,63.3786775,,170,,,170-
68.28918,135.4869,173.4544235,61.45589716,,170,,,170-
66.68415,131.9723,169.3776495,59.86169952,,170,,,170-
67.9826,140.5009,172.6757108,63.73021201,,170,,,170-
68.07289,129.6271,172.9050472,58.79793343,,170,,,170-
69.451,131.9335,176.4054447,59.84410012,,180,,,180-
69.86608,153.0546,177.4597474,69.42448132,,180,,,180-
68.37755,135.7714,173.6788832,61.58494434,,170,,,170-
68.6245,141.193,174.3061359,64.04414366,,170,,,170-
66.61664,132.7202,169.2061742,60.20094166,,170,,,170-
70.06392,145.6707,177.9622607,66.07519663,,180,,,180-
69.15142,118.9946,175.644512,53.97510682,,180,,,180-
68.98655,141.885,175.2257424,64.35802996,,180,,,180-
68.9009,132.7891,175.0081915,60.23219421,,180,,,180-
68.21302,120.9478,173.2609772,54.86106449,,170,,,170-
66.3911,120.5331,168.6333029,54.67295951,,170,,,170-
66.83657,120.8557,169.7647961,54.81928858,,170,,,170-
66.48676,128.8555,168.8762792,58.44794114,,170,,,170-
67.74059,124.7659,172.0610057,56.59292758,,170,,,170-
68.18607,128.0024,173.1925243,58.06098103,,170,,,170-
69.87665,113.3553,177.4865952,51.41716033,,180,,,180-
67.0486,122.6413,170.303352,55.62922408,,170,,,170-
67.27659,102.4448,170.8824463,46.46823489,,170,,,170-
66.51091,119.3634,168.9376202,54.14239189,,170,,,170-
68.91221,131.2366,175.0369189,59.52799122,,180,,,180-
65.68233,110.3737,166.8330281,50.06472771,,170,,,170-
72.45968,133.0092,184.0474878,60.33203001,,180,,,180-
68.18543,130.0549,173.1908987,58.99198048,,170,,,170-
69.14627,149.4217,175.631431,67.77662364,,180,,,180-
66.64452,128.6803,169.2769894,58.36847166,,170,,,170-
69.28048,141.1256,175.9723242,64.0135715,,180,,,180-
64.94449,117.1219,164.9589155,53.12566338,,160,,,160-
67.63184,129.0595,171.7847808,58.5404741,,170,,,170-
69.17876,118.432,175.7139555,53.71991545,,180,,,180-
68.17164,119.7833,173.1558721,54.33285555,,170,,,170-
67.87229,129.1417,172.3955235,58.57775943,,170,,,170-
66.08932,116.2913,167.8667822,52.74890911,,170,,,170-
68.80233,130.847,174.7578238,59.35127142,,170,,,170-
67.47177,124.7299,171.3782033,56.57659823,,170,,,170-
69.04627,134.744,175.3774311,61.11892299,,180,,,180-
65.53588,135.9945,166.4610453,61.68614092,,170,,,170-
66.41675,118.6227,168.6984539,53.80641562,,170,,,170-
70.97724,143.0605,180.2820922,64.89122842,,180,,,180-
70.31771,126.9513,178.606887,57.58420952,,180,,,180-
68.63439,123.4122,174.3312565,55.97889886,,170,,,170-
66.04782,128.4055,167.7613722,58.24382433,,170,,,170-
68.97705,141.9362,175.2016124,64.38125391,,180,,,180-
68.91452,133.6861,175.0427863,60.63906705,,180,,,180-
67.87146,107.1111,172.3934153,48.58483548,,170,,,170-
67.37218,133.1697,171.1252448,60.40483167,,170,,,170-
66.3178,118.4692,168.447121,53.73678911,,170,,,170-
66.48568,117.9041,168.873536,53.48046375,,170,,,170-
69.2381,132.462,175.864679,60.08382397,,180,,,180-
67.2139,132.6842,170.7232138,60.18461231,,170,,,170-
68.50477,134.123,174.0020218,60.83724179,,170,,,170-
63.66317,136.7526,161.7043645,62.03000971,,160,,,160-
66.32945,110.6483,168.476712,50.18928432,,170,,,170-
67.10945,123.3761,170.457911,55.96252415,,170,,,170-
70.02339,132.8187,177.8593146,60.24562056,,180,,,180-
66.06018,115.8997,167.7927666,52.57128213,,170,,,170-
68.59984,106.3343,174.2434995,48.23248451,,170,,,170-
67.16997,133.2448,170.6116317,60.4388965,,170,,,170-
68.15961,126.2497,173.1253159,57.26596874,,170,,,170-
67.9255,136.4886,172.5306768,61.91026118,,170,,,170-
68.24803,131.2595,173.3499026,59.5383785,,170,,,170-
68.63838,126.5846,174.3413911,57.417877,,170,,,170-
67.30494,119.9612,170.9544553,54.41354973,,170,,,170-
68.54865,134.5564,174.113477,61.03382896,,170,,,170-
68.53894,133.6246,174.0888136,60.61117109,,170,,,170-
68.78754,122.2611,174.7202573,55.45676806,,170,,,170-
69.70884,135.1988,177.060358,61.32521704,,180,,,180-
65.90638,125.9987,167.4021148,57.15211692,,170,,,170-
70.37854,129.9166,178.7613951,58.92924858,,180,,,180-
70.70388,139.938,179.5877582,63.47488456,,180,,,180-
67.22265,114.1903,170.7454388,51.79591041,,170,,,170-
69.80605,131.4128,177.3072713,59.60791429,,180,,,180-
67.97377,115.0723,172.6532826,52.19597935,,170,,,170-
69.83246,129.3358,177.3743526,58.66580182,,180,,,180-
69.33122,127.4932,176.1012037,57.83001152,,180,,,180-
68.67805,125.6517,174.4421528,56.99472018,,170,,,170-
69.58794,131.1589,176.7532722,59.49274705,,180,,,180-
68.42502,124.2701,173.7994569,56.36803621,,170,,,170-
67.69161,113.9616,171.9365966,51.69217371,,170,,,170-
70.2256,145.9646,178.3729277,66.20850759,,180,,,180-
70.04402,139.6768,177.9117147,63.35640609,,180,,,180-
67.95373,139.5456,172.602381,63.2968947,,170,,,170-
68.3128,121.7718,173.5144183,55.23482505,,170,,,170-
68.40937,122.1585,173.759706,55.41022943,,170,,,170-
66.4482,133.4419,168.7783369,60.52829966,,170,,,170-
65.28092,124.6637,165.8134473,56.54657038,,170,,,170-
68.09486,128.0449,172.960851,58.08025873,,170,,,170-
66.70524,120.472,169.4312181,54.64524499,,170,,,170-
65.41192,117.5336,166.1461871,53.31240758,,170,,,170-
65.85663,135.9652,167.2757499,61.67285065,,170,,,170-
70.74685,149.2883,179.696902,67.71611434,,180,,,180-
69.57387,117.9533,176.7175344,53.50278052,,180,,,180-
68.94783,128.49,175.1273936,58.28215293,,180,,,180-
68.47448,126.3915,173.9250853,57.33028821,,170,,,170-
71.04807,152.0604,180.4620004,68.97351925,,180,,,180-
67.63577,124.4287,171.794763,56.43997605,,170,,,170-
65.52926,134.8985,166.4442305,61.18900309,,170,,,170-
66.79635,119.705,169.6626374,54.29733922,,170,,,170-
67.76397,141.058,172.1203909,63.98290862,,170,,,170-
64.71368,120.2188,164.3726584,54.53039526,,160,,,160-
66.01498,109.751,167.6779587,49.7822754,,170,,,170-
69.09526,128.5564,175.5018656,58.3122715,,180,,,180-
69.5558,117.3931,176.6716366,53.24867778,,180,,,180-
70.0715,137.8603,177.9815139,62.53245457,,180,,,180-
67.86641,126.4714,172.3805883,57.36653029,,170,,,170-
70.0659,152.4405,177.9672899,69.14592991,,180,,,180-
68.80896,115.4877,174.774664,52.38440185,,170,,,170-
68.08706,121.7255,172.941039,55.2138237,,170,,,170-
69.52669,136.2363,176.5976972,61.79581969,,180,,,180-
67.03169,119.8095,170.2604007,54.34473968,,170,,,170-
65.28391,103.4991,165.8210419,46.94645789,,170,,,170-
69.47478,140.6912,176.4658459,63.81653074,,180,,,180-
66.37838,118.5934,168.6009942,53.79312535,,170,,,170-
66.31288,123.2614,168.4346242,55.91049705,,170,,,170-
71.26059,139.1393,181.0018009,63.1125999,,180,,,180-
64.42409,127.9856,163.6371002,58.05336067,,160,,,160-
67.46592,129.3959,171.3633443,58.69306275,,170,,,170-
69.28848,132.1143,175.9926442,59.92610972,,180,,,180-
69.92655,121.1621,177.6133411,54.95826945,,180,,,180-
67.78948,131.155,172.1851862,59.49097804,,170,,,170-
64.45606,111.9183,163.718304,50.76534732,,160,,,160-
69.29649,141.9219,176.0129896,64.37476753,,180,,,180-
67.70022,118.3203,171.9584659,53.66924912,,170,,,170-
64.05875,112.507,162.7091371,51.03237746,,160,,,160-
65.87971,107.3144,167.334373,48.67705092,,170,,,170-
64.19588,111.4285,163.0574471,50.54317751,,160,,,160-
67.50863,124.7257,171.4718276,56.57469314,,170,,,170-
71.16467,146.5501,180.7581642,66.47408624,,180,,,180-
68.71092,109.9617,174.5256426,49.87784743,,170,,,170-
67.60347,138.4381,171.7127211,62.79454056,,170,,,170-
67.1752,117.9673,170.6249159,53.50913083,,170,,,170-
68.9361,128.3238,175.0975994,58.20676579,,180,,,180-
71.93971,145.1521,182.7267647,65.83996335,,180,,,180-
67.45158,127.374,171.3269207,57.77594325,,170,,,170-
68.4984,127.2154,173.985842,57.70400341,,170,,,170-
66.04641,131.7895,167.7577908,59.77878274,,170,,,170-
69.16729,135.4433,175.6848217,61.43612051,,180,,,180-
66.9408,130.642,170.0295402,59.25828487,,170,,,170-
71.99802,149.8457,182.874872,67.96894703,,180,,,180-
66.92567,121.6816,169.99111,55.19391097,,170,,,170-
68.41449,120.9509,173.7727108,54.86247063,,170,,,170-
68.01572,105.1644,172.7598355,47.70182617,,170,,,170-
70.20919,139.4911,178.3312463,63.27217389,,180,,,180-
67.59821,124.802,171.6993607,56.60930228,,170,,,170-
71.51942,129.1836,181.6592287,58.59676498,,180,,,180-
67.61313,128.6954,171.7372575,58.37532092,,170,,,170-
68.63738,128.6178,174.3388511,58.34012211,,170,,,170-
65.69314,105.1192,166.8604855,47.68132377,,170,,,170-
70.04372,137.0862,177.9109527,62.1813283,,180,,,180-
66.35456,122.6138,168.5404914,55.61675028,,170,,,170-
67.49569,139.7088,171.43896,63.37092107,,170,,,170-
63.92701,111.9422,162.3745177,50.77618819,,160,,,160-
67.44722,120.0132,171.3158463,54.43713656,,170,,,170-
69.96202,100.6786,177.7034348,45.66709909,,180,,,180-
68.80541,121.0008,174.765647,54.88510492,,170,,,170-
67.75075,114.8156,172.0868121,52.07954205,,170,,,170-
69.7042,126.8603,177.0485724,57.54293257,,180,,,180-
69.64501,120.8241,176.8982299,54.80495505,,180,,,180-
69.39123,130.6514,176.253629,59.26254865,,180,,,180-
68.9035,134.7614,175.0147955,61.12681551,,180,,,180-
66.30156,103.3628,168.4058715,46.88463318,,170,,,170-
65.82235,137.0039,167.1886787,62.14399761,,170,,,170-
66.6285,122.64,169.2362986,55.62863441,,170,,,170-
65.68185,126.536,166.8318089,57.39583239,,170,,,170-
70.3089,143.4456,178.5845096,65.06590705,,180,,,180-
71.60372,129.4984,181.8733506,58.73955602,,180,,,180-
70.64766,125.3179,179.4449595,56.84331087,,180,,,180-
69.25148,137.409,175.8986642,62.32774809,,180,,,180-
67.11941,134.9583,170.4832093,61.21612795,,170,,,170-
62.681,113.2199,159.209654,51.35574385,,160,,,160-
69.29774,136.554,176.0161646,61.93992616,,180,,,180-
68.59213,125.7968,174.2239161,57.06053651,,170,,,170-
70.21639,126.2265,178.3495343,57.25544538,,180,,,180-
69.27237,126.6931,175.9517248,57.46709183,,180,,,180-
67.47561,133.393,171.3879569,60.50611897,,170,,,170-
67.10278,142.9183,170.4409692,64.82672751,,170,,,170-
68.97598,136.8493,175.1988946,62.07387214,,180,,,180-
68.87987,135.7244,174.9547753,61.56362548,,170,,,170-
62.51831,124.7827,158.7964216,56.60054794,,160,,,160-
70.16181,133.7963,178.2109012,60.68905299,,180,,,180-
70.11142,129.0453,178.0829106,58.53403308,,180,,,180-
71.00201,127.2179,180.345008,57.70513739,,180,,,180-
68.83197,126.4874,174.8331094,57.37378777,,170,,,170-
65.55569,113.4283,166.5113627,51.45027261,,170,,,170-
69.18478,114.7062,175.7292463,52.02991899,,180,,,180-
67.17728,130.403,170.6301991,59.14987617,,170,,,170-
67.96749,116.2167,172.6373314,52.71507108,,170,,,170-
63.09629,109.8718,160.2644901,49.83706943,,160,,,160-
67.81887,125.685,172.2598368,57.00982482,,170,,,170-
72.54256,140.8276,184.2580029,63.87840081,,180,,,180-
68.38361,114.9645,173.6942756,52.14708204,,170,,,170-
66.57869,127.7382,169.1097813,57.94114178,,170,,,170-
72.07371,137.6268,183.0671245,62.42654063,,180,,,180-
66.14913,118.2779,168.0186995,53.65001678,,170,,,170-
68.70572,113.5148,174.5124346,51.4895084,,170,,,170-
69.16225,144.8836,175.6720201,65.71817365,,180,,,180-
69.46824,112.4765,176.4492343,51.01854288,,180,,,180-
66.60941,100.0013,169.18781,45.35988061,,170,,,170-
65.79111,117.3869,167.1093292,53.2458655,,170,,,170-
65.76647,112.3201,167.0467436,50.94760095,,170,,,170-
67.22625,132.7827,170.7545828,60.22929122,,170,,,170-
69.2736,120.489,175.954849,54.65295606,,180,,,180-
68.47907,128.7633,173.9367439,58.40611988,,170,,,170-
70.22812,138.8851,178.3793285,62.99729659,,180,,,180-
66.46453,125.1114,168.819815,56.74964393,,170,,,170-
67.97522,125.1482,172.6569656,56.76633615,,170,,,170-
68.8071,120.3047,174.7699396,54.56935889,,170,,,170-
68.32443,118.6195,173.5439585,53.80496412,,170,,,170-
69.47959,126.1822,176.4780633,57.23535122,,180,,,180-
68.03194,137.12,172.8010343,62.19665974,,170,,,170-
69.48829,139.8606,176.5001613,63.43977647,,180,,,180-
69.37585,112.6907,176.2145638,51.11570248,,180,,,180-
69.23615,121.2323,175.859726,54.99011167,,180,,,180-
68.69017,131.3072,174.4729376,59.56001488,,170,,,170-
71.45863,139.9082,181.5048222,63.46136749,,180,,,180-
67.39093,122.1571,171.1728698,55.4095944,,170,,,170-
68.53211,134.3921,174.0714654,60.95930364,,170,,,170-
70.2828,127.9534,178.5182156,58.03875498,,180,,,180-
67.65305,110.9933,171.8386542,50.34577387,,170,,,170-
67.20857,123.4236,170.7096756,55.98406982,,170,,,170-
66.31937,106.9169,168.4511088,48.49674774,,170,,,170-
63.79425,115.0191,162.0373075,52.17184821,,160,,,160-
69.65965,132.1418,176.9354155,59.93858352,,180,,,180-
68.64995,128.8615,174.3707788,58.4506627,,170,,,170-
67.3593,122.2451,171.0925296,55.44951057,,170,,,170-
70.33984,131.6924,178.6630971,59.73473887,,180,,,180-
67.34878,118.4924,171.0658088,53.74731246,,170,,,170-
66.86827,114.3971,169.8453141,51.88971342,,170,,,170-
69.52901,127.1832,176.60359,57.68939772,,180,,,180-
68.90152,147.9446,175.0097663,67.10662155,,180,,,180-
70.01268,142.4176,177.8321112,64.59961354,,180,,,180-
70.59863,145.8138,179.3204234,66.14010578,,180,,,180-
68.57766,141.3239,174.1871623,64.10351897,,170,,,170-
64.83389,98.21334,164.6779917,44.54887464,,160,,,160-
65.52077,120.3068,166.4226659,54.57031144,,170,,,170-
64.95625,119.2154,164.9887859,54.07526014,,160,,,160-
66.30334,124.0317,168.4103927,56.25989967,,170,,,170-
69.48549,106.2442,176.4930493,48.19161579,,180,,,180-
69.49559,132.4523,176.5187033,60.07942412,,180,,,180-
68.81243,125.2854,174.7834778,56.8285691,,170,,,170-
69.2587,136.2841,175.917003,61.81750143,,180,,,180-
67.39374,134.3775,171.1800072,60.95268119,,170,,,170-
70.86215,127.6207,179.9897638,57.88784462,,180,,,180-
65.80325,130.9248,167.1401647,59.38656095,,170,,,170-
64.61694,130.3277,164.126939,59.11572062,,160,,,160-
70.18644,141.1758,178.2734613,64.03634186,,180,,,180-
65.12985,145.219,165.4297297,65.87030872,,170,,,170-
66.26916,122.1385,168.3235755,55.40115757,,170,,,170-
67.64688,135.0033,171.8229824,61.23653963,,170,,,170-
70.90986,129.1092,180.1109471,58.56301766,,180,,,180-
68.94223,140.3829,175.1131696,63.67668805,,180,,,180-
69.88886,113.3361,177.5176085,51.40845134,,180,,,180-
67.5314,138.2173,171.5296634,62.69438724,,170,,,170-
65.13228,118.1327,165.4359019,53.58415509,,170,,,170-
68.75247,126.3602,174.6311795,57.31609075,,170,,,170-
66.64471,114.0659,169.277472,51.73948345,,170,,,170-
65.97446,120.8874,167.5750379,54.83366748,,170,,,170-
68.73431,130.3753,174.5850531,59.13731165,,170,,,170-
65.67938,131.3553,166.8255351,59.5818327,,170,,,170-
65.55778,115.0373,166.5166713,52.1801036,,170,,,170-
67.69354,127.2255,171.9414988,57.7085847,,170,,,170-
66.82119,114.3377,169.7257309,51.86277,,170,,,170-
68.46759,131.2031,173.9075847,59.51279586,,170,,,170-
68.89698,134.2954,174.9982347,60.91544121,,170,,,170-
65.08409,115.3981,165.3134993,52.34375992,,170,,,170-
71.76925,117.198,182.2937966,53.1601818,,180,,,180-
69.8877,124.6225,177.5146621,56.52788236,,180,,,180-
64.86973,126.3919,164.7690252,57.33046965,,160,,,160-
70.09753,141.5936,178.0476301,64.22585298,,180,,,180-
67.35945,130.7049,171.0929106,59.28681587,,170,,,170-
68.02039,144.4665,172.7716973,65.52898005,,170,,,170-
66.73404,128.6324,169.5043701,58.34674456,,170,,,170-
65.62875,127.3425,166.696935,57.76165507,,170,,,170-
65.79502,116.3517,167.1192606,52.77630612,,170,,,170-
70.61392,129.3511,179.3592599,58.67274179,,180,,,180-
71.74355,123.4305,182.2285186,55.98719961,,180,,,180-
67.49866,131.0747,171.4465038,59.45455453,,170,,,170-
66.33294,120.6984,168.4855766,54.74793842,,170,,,170-
67.92479,134.5304,172.5288734,61.02203554,,170,,,170-
68.63009,131.2724,174.3203345,59.54422984,,170,,,170-
67.10296,113.8506,170.4414264,51.64182489,,170,,,170-
64.19394,104.6135,163.0525196,47.45194183,,160,,,160-
70.73008,125.7546,179.6543062,57.04139489,,180,,,180-
63.13516,118.8045,160.3632198,53.88887881,,160,,,160-
69.24981,129.8799,175.8944224,58.91260172,,180,,,180-
64.52242,119.4434,163.8868583,54.17867932,,160,,,160-
66.36544,126.2793,168.5681266,57.27939509,,170,,,170-
67.62992,125.1355,171.779904,56.76057552,,170,,,170-
67.45805,123.2317,171.3433545,55.89702534,,170,,,170-
68.97952,122.3737,175.2078862,55.50784262,,180,,,180-
66.40492,126.2988,168.6684057,57.28824015,,170,,,170-
68.53298,131.8284,174.0736752,59.7964275,,170,,,170-
65.28708,111.5392,165.8290937,50.59339024,,170,,,170-
68.17779,149.5809,173.1714931,67.84883563,,170,,,170-
68.97437,120.1771,175.1948052,54.51148044,,180,,,180-
70.55554,129.7295,179.2109748,58.84438134,,180,,,180-
68.91172,121.2899,175.0356743,55.01623863,,180,,,180-
68.38275,127.8957,173.6920912,58.01258267,,170,,,170-
70.31738,114.6335,178.6060488,51.99694278,,180,,,180-
67.88363,140.9839,172.4243271,63.94929738,,170,,,170-
67.42592,98.99675,171.2617443,44.90422386,,170,,,170-
70.05856,129.2721,177.9486463,58.63690795,,180,,,180-
70.19548,145.6526,178.2964229,66.0669866,,180,,,180-
66.16502,104.1451,168.05906,47.23947891,,170,,,170-
66.37637,128.7241,168.5958888,58.38833903,,170,,,170-
69.99829,130.8869,177.7955606,59.36936978,,180,,,180-
68.99134,146.4337,175.237909,66.42128802,,180,,,180-
68.94388,139.6823,175.1173606,63.35890085,,180,,,180-
64.99491,123.3346,165.0869823,55.94370005,,170,,,170-
69.11084,125.0166,175.5414388,56.70664332,,180,,,180-
67.93461,116.0817,172.5538162,52.65383604,,170,,,170-
67.01411,134.6481,170.2157475,61.07542343,,170,,,170-
65.32575,141.6096,165.9273154,64.23311047,,170,,,170-
71.45383,134.6091,181.4926302,61.05773331,,180,,,180-
68.01152,124.4252,172.7491675,56.43838848,,170,,,170-
64.87885,112.5545,164.79219,51.05392313,,160,,,160-
68.14952,119.4716,173.0996873,54.19147064,,170,,,170-
66.66531,116.4358,169.329796,52.81445328,,170,,,170-
68.66471,123.5617,174.4082692,56.046711,,170,,,170-
67.38528,123.4536,171.1585188,55.9976776,,170,,,170-
68.49113,120.9934,173.9673763,54.88174833,,170,,,170-
66.78587,110.6601,169.6360182,50.19463672,,170,,,170-
69.2274,115.8926,175.837501,52.56806162,,180,,,180-
65.96948,127.8767,167.5623887,58.0039644,,170,,,170-
66.35522,121.45,168.5421678,55.08885885,,170,,,170-
68.54128,131.7424,174.0947572,59.75741851,,170,,,170-
66.11305,102.6734,167.9270563,46.57192623,,170,,,170-
68.28863,112.3732,173.4530265,50.97168673,,170,,,170-
67.43632,121.4337,171.2881603,55.08146529,,170,,,170-
66.10499,109.3116,167.9065839,49.58296668,,170,,,170-
68.51568,127.1865,174.0297332,57.69089458,,170,,,170-
